geocode_address	above_high	above_low	time
107 RYAN ST, WESTEND, BRISBANE	1.8	-5.8	29/01/2013 10:25:00 AM
107 WENDOUREE CRES, WESTLAKE, BRISBANE	5.2	-5.6	29/01/2013 7:40:00 AM
1079 OXLEY RD, OXLEY, BRISBANE	1.9	-4	29/01/2013 9:50:00 AM
108  SYDNEY ST, NEWFARM, BRISBANE	0.9	-0.5	29/01/2013 11:00:00 AM
108 ALBION RD, WINDSOR, BRISBANE	0	-1.4	29/01/2013 11:00:00 AM
108 BARTON RD, HAWTHORNE, BRISBANE	0.3	-0.2	29/01/2013 11:00:00 AM
108 BOUNDARY RD, OXLEY, BRISBANE	1.1	-5.5	29/01/2013 9:50:00 AM
108 BOUNDARY ST, TINGALPA, BRISBANE	0.2	-1.7	29/01/2013 11:00:00 AM
108 DUNN RD, ROCKLEA, BRISBANE	2.3	-6.6	29/01/2013 9:50:00 AM
108 HILDA ST, CORINDA, BRISBANE	5	-20.1	29/01/2013 9:20:00 AM
108 LAMBERT ST, KANGAROOPOINT, BRISBANE	1.7	-15.4	29/01/2013 11:00:00 AM
108 LUTWYCHE RD, WINDSOR, BRISBANE	0.4	-3.3	29/01/2013 11:00:00 AM
108 MACQUARIE ST, STLUCIA, BRISBANE	0.4	-3.3	29/01/2013 10:25:00 AM
108 QUAY ST, BULIMBA, BRISBANE	1.7	-2	29/01/2013 11:00:00 AM
108 ROME ST, YERONGA, BRISBANE	3.1	-10.4	29/01/2013 10:00:00 AM
108 SYDNEY ST, NEWFARM, BRISBANE	1	-0.9	29/01/2013 11:00:00 AM
1083 STANLEY ST, COORPAROO, BRISBANE	2.5	-0.8	29/01/2013 11:00:00 AM
109 BARTON RD, HAWTHORNE, BRISBANE	0.1	-0.4	29/01/2013 11:00:00 AM
109 HEMMANT-TINGALPA RD, HEMMANT, BRISBANE	2	-1.9	29/01/2013 11:00:00 AM
109 KING ARTHUR TCE, TENNYSON, BRISBANE	4.6	-9.2	29/01/2013 9:50:00 AM
109 LEYBOURNE ST, CHELMER, BRISBANE	0.8	-1.9	29/01/2013 9:40:00 AM
109 MERTHYR RD, NEWFARM, BRISBANE	0.3	-1.6	29/01/2013 11:00:00 AM
109 MUNRO ST, STLUCIA, BRISBANE	1.2	-0.6	29/01/2013 10:25:00 AM
109 MUSGRAVE RD, COOPERSPLAINS, BRISBANE	0.2	-6.8	29/01/2013 9:50:00 AM
109 NORMAN AVE, NORMANPARK, BRISBANE	0.2	-2.5	29/01/2013 11:00:00 AM
109 OLDFIELD RD, SINNAMONPARK, BRISBANE	2.4	-10.4	29/01/2013 8:45:00 AM
109 RYAN ST, WESTEND, BRISBANE	1.5	-6.1	29/01/2013 10:25:00 AM
109 WIGLOW ST, WACOL, BRISBANE	8.6	-60.3	29/01/2013 5:20:00 AM
109 WITTON RD, INDOOROOPILLY, BRISBANE	4.5	-16.4	29/01/2013 9:30:00 AM
1098 LYTTON RD, MURARRIE, BRISBANE	0.6	-2.3	29/01/2013 11:00:00 AM
11  CAMFORD ST, MILTON, BRISBANE	0.2	-0.8	29/01/2013 10:40:00 AM
11  TEMPLE ST, COORPAROO, BRISBANE	0.3	-1.2	29/01/2013 11:00:00 AM
11 A HORACE ST, WINDSOR, BRISBANE	0.4	-1.9	29/01/2013 11:00:00 AM
11 A LONGMAN TCE, CHELMER, BRISBANE	2.5	-6	29/01/2013 9:35:00 AM
11 A MONTAGUE RD, SOUTHBRISBANE, BRISBANE	1.6	-1.5	29/01/2013 10:50:00 AM
11 A TIMARU CL, WESTLAKE, BRISBANE	5.7	-7.4	29/01/2013 7:50:00 AM
11 A WATERLINE CRES, BULIMBA, BRISBANE	1.1	-1.6	29/01/2013 11:00:00 AM
11 ADDISON ST, WINDSOR, BRISBANE	2.5	-0.3	29/01/2013 11:00:00 AM
11 AGNES ST, ALBION, BRISBANE	0.6	0.1	29/01/2013 11:00:00 AM
11 ALFORD ST, NEWFARM, BRISBANE	0.1	-0.2	29/01/2013 11:00:00 AM
11 ALLAWAH ST, YEERONGPILLY, BRISBANE	0.5	-2.2	29/01/2013 9:50:00 AM
11 AMY ST, ALBION, BRISBANE	0.3	-0.2	29/01/2013 11:00:00 AM
11 APURLA CT, KARANADOWNS, BRISBANE	11	-21	29/01/2013 5:35:00 PM
11 ARINGA CRES, KARANADOWNS, BRISBANE	11.1	-15.8	29/01/2013 6:15:00 PM
11 ATKINSON DR, KARANADOWNS, BRISBANE	3.8	-11.7	29/01/2013 9:50:00 PM
11 AVEBURY ST, WESTEND, BRISBANE	0.8	-4.6	29/01/2013 10:25:00 AM
11 B WATERLINE CRES, BULIMBA, BRISBANE	0.3	-1.5	29/01/2013 11:00:00 AM
11 BARKER ST, EASTBRISBANE, BRISBANE	0.3	-1.6	29/01/2013 11:00:00 AM
11 BARRAMUL ST, BULIMBA, BRISBANE	0	-1	29/01/2013 11:00:00 AM
11 BAYSWATER ST, PADDINGTON, BRISBANE	0.4	-1	29/01/2013 10:40:00 AM
11 BEVIS ST, BULIMBA, BRISBANE	0.3	-0.4	29/01/2013 11:00:00 AM
11 BILLAGALL DR, KARANADOWNS, BRISBANE	2.2	-24.3	29/01/2013 2:25:00 PM
11 BOGAN ST, ALBION, BRISBANE	0.5	0.1	29/01/2013 11:00:00 AM
11 BOUNDARY RD, INDOOROOPILLY, BRISBANE	0.5	-3.2	29/01/2013 9:35:00 AM
11 BREAKFAST CREEK RD, NEWSTEAD, BRISBANE	1.4	-1.5	29/01/2013 11:00:00 AM
11 BYRON ST, BULIMBA, BRISBANE	0.6	-1.2	29/01/2013 11:00:00 AM
11 CAMFORD ST, MILTON, BRISBANE	0.9	-1.6	29/01/2013 10:40:00 AM
11 CANBERRA ST, HEMMANT, BRISBANE	0	-1.2	29/01/2013 11:00:00 AM
11 CARR ST, BULIMBA, BRISBANE	0.3	-0.4	29/01/2013 11:00:00 AM
11 CRESWELL ST, NEWSTEAD, BRISBANE	0.3	0	29/01/2013 11:00:00 AM
11 CULLEN ST, WINDSOR, BRISBANE	0.3	0.1	29/01/2013 11:00:00 AM
11 DARNLEY ST, ROCKLEA, BRISBANE	0.4	-0.9	29/01/2013 9:50:00 AM
11 DERWENT PL, RIVERHILLS, BRISBANE	6.2	-11.3	29/01/2013 6:55:00 AM
11 DIDSWITH ST, EASTBRISBANE, BRISBANE	0.7	-1.3	29/01/2013 11:00:00 AM
11 DONALDSON ST, NORMANPARK, BRISBANE	0.8	0.2	29/01/2013 11:00:00 AM
11 ELLIOT ST, ALBION, BRISBANE	0.2	-0.7	29/01/2013 11:00:00 AM
11 EVELYN ST, NEWSTEAD, BRISBANE	0.1	-0.5	29/01/2013 11:00:00 AM
11 FAGAN RD, HERSTON, BRISBANE	0.1	-2.6	29/01/2013 11:00:00 AM
11 GALAH ST, ROCKLEA, BRISBANE	0.3	-0.4	29/01/2013 9:50:00 AM
11 GARTRELL ST, ALBION, BRISBANE	0.5	0.3	29/01/2013 11:00:00 AM
11 GILLAN ST, NORMANPARK, BRISBANE	0.4	-2.1	29/01/2013 11:00:00 AM
11 GLADSTONE ST, OXLEY, BRISBANE	0.7	-1	29/01/2013 9:50:00 AM
11 GLASNEVIN ST, INDOOROOPILLY, BRISBANE	3.4	-29.6	29/01/2013 9:40:00 AM
11 GLENFIELD ST, WESTEND, BRISBANE	0.9	-7.7	29/01/2013 10:25:00 AM
11 GRIFFITH ST, NEWFARM, BRISBANE	0.3	-3.6	29/01/2013 11:00:00 AM
11 HEMMANT-TINGALPA RD, HEMMANT, BRISBANE	0.3	-1.5	29/01/2013 11:00:00 AM
11 HEUSSLER TCE, MILTON, BRISBANE	0.3	-0.1	29/01/2013 10:40:00 AM
11 HUTCHESON ST, ALBION, BRISBANE	0.7	0.4	29/01/2013 11:00:00 AM
11 HUXHAM TCE, AUCHENFLOWER, BRISBANE	1.2	-3.9	29/01/2013 10:40:00 AM
11 INGHAMS PL, HEMMANT, BRISBANE	0.3	-2.2	29/01/2013 11:00:00 AM
11 IVY ST, INDOOROOPILLY, BRISBANE	2.1	-9.6	29/01/2013 9:40:00 AM
11 JOHNSTONE ST, SHERWOOD, BRISBANE	1.3	-1.9	29/01/2013 9:50:00 AM
11 JOSEPH ST, SHERWOOD, BRISBANE	2.4	-4.4	29/01/2013 9:25:00 AM
11 KANGALOON ST, JINDALEE, BRISBANE	1.2	-3.5	29/01/2013 8:45:00 AM
11 KING ARTHUR TCE, TENNYSON, BRISBANE	0.6	-6.8	29/01/2013 9:50:00 AM
11 KURILPA ST, WESTEND, BRISBANE	0.2	-1.9	29/01/2013 10:35:00 AM
11 LAIDLAW PDE, EASTBRISBANE, BRISBANE	1.8	-9.5	29/01/2013 11:00:00 AM
11 LOGAN AVE, OXLEY, BRISBANE	0.3	-1.4	29/01/2013 9:50:00 AM
11 LONGFELLOW ST, NORMANPARK, BRISBANE	0.5	-2.9	29/01/2013 11:00:00 AM
11 LONGMAN TCE, CHELMER, BRISBANE	2.8	-6.3	29/01/2013 9:35:00 AM
11 LOTUS ST, WOOLLOONGABBA, BRISBANE	0.2	-1	29/01/2013 11:00:00 AM
11 LUCY ST, GREENSLOPES, BRISBANE	0.6	-2.2	29/01/2013 11:00:00 AM
11 MCCONNELL ST, BULIMBA, BRISBANE	1.3	-1.3	29/01/2013 11:00:00 AM
11 MINAJI CT, KARANADOWNS, BRISBANE	10.9	-20	29/01/2013 5:35:00 PM
11 MOOLABIN CRES, YEERONGPILLY, BRISBANE	0.7	-0.4	29/01/2013 9:50:00 AM
11 MORLEY ST, CHELMER, BRISBANE	3.7	-4.8	29/01/2013 9:30:00 AM
11 NALYA CRES, KARANADOWNS, BRISBANE	12.7	-17.5	29/01/2013 5:10:00 PM
11 NARIEL ST, ALBION, BRISBANE	0.5	-0.5	29/01/2013 11:00:00 AM
11 NAWALLA CT, KARANADOWNS, BRISBANE	11.5	-17.4	29/01/2013 5:10:00 PM
11 NEILL ST, PINKENBA, BRISBANE	0.5	0	29/01/2013 11:00:00 AM
11 NOBLE ST, WILSTON, BRISBANE	0.3	-1.3	29/01/2013 11:00:00 AM
11 NORMAN AVE, NORMANPARK, BRISBANE	0.4	-3.9	29/01/2013 11:00:00 AM
11 ORSOVA ST, PINKENBA, BRISBANE	0.4	-0.3	29/01/2013 11:00:00 AM
11 PALM AVE, SHERWOOD, BRISBANE	1	-5.1	29/01/2013 9:50:00 AM
11 PARK AVE, AUCHENFLOWER, BRISBANE	0.7	-5.5	29/01/2013 10:35:00 AM
11 PARK RD, YERONGA, BRISBANE	0.5	-0.4	29/01/2013 10:10:00 AM
11 PRESTWICK ST, OXLEY, BRISBANE	0.8	-3.7	29/01/2013 9:50:00 AM
11 RAMSAY RD, HEMMANT, BRISBANE	0.1	-0.2	29/01/2013 11:00:00 AM
11 REACH PL, BULIMBA, BRISBANE	0	-1.5	29/01/2013 11:00:00 AM
11 RIVERBEND PL, BULIMBA, BRISBANE	0.1	-1.3	29/01/2013 11:00:00 AM
11 ROSECLIFFE ST, HIGHGATEHILL, BRISBANE	2.1	-30.2	29/01/2013 10:20:00 AM
11 ROSS ST, NEWSTEAD, BRISBANE	0.1	-0.6	29/01/2013 11:00:00 AM
11 SANDGATE RD, ALBION, BRISBANE	0.5	-0.2	29/01/2013 11:00:00 AM
11 SANDMERE RD, PINKENBA, BRISBANE	0.1	-2.3	29/01/2013 11:00:00 AM
11 SHOEBURY ST, ROCKLEA, BRISBANE	2.9	-0.3	29/01/2013 9:50:00 AM
11 STEVENS ST, YERONGA, BRISBANE	2.1	-12	29/01/2013 9:55:00 AM
11 STRICKLAND TCE, SHERWOOD, BRISBANE	4.3	-2.9	29/01/2013 9:50:00 AM
11 SUTTON ST, CHELMER, BRISBANE	3.6	-4	29/01/2013 9:35:00 AM
11 SWAGGIES CT, RIVERHILLS, BRISBANE	1.4	-7.7	29/01/2013 6:15:00 AM
11 TATE ST, ALBION, BRISBANE	0.3	-0.4	29/01/2013 11:00:00 AM
11 TEMPLE ST, COORPAROO, BRISBANE	0.2	-1.5	29/01/2013 11:00:00 AM
11 THALIA CT, CORINDA, BRISBANE	2.6	-6.6	29/01/2013 9:50:00 AM
11 TIMARU CL, WESTLAKE, BRISBANE	0.9	-7.7	29/01/2013 8:00:00 AM
11 TORWOOD ST, AUCHENFLOWER, BRISBANE	1.4	0.8	29/01/2013 10:40:00 AM
11 TURBO DR, COORPAROO, BRISBANE	1.5	0.4	29/01/2013 11:00:00 AM
11 VIVIAN ST, TENNYSON, BRISBANE	3.3	-5.9	29/01/2013 9:50:00 AM
11 WALTER ST, BULIMBA, BRISBANE	0.4	-0.2	29/01/2013 11:00:00 AM
11 WATERLINE CRES, BULIMBA, BRISBANE	1.9	-1.6	29/01/2013 11:00:00 AM
11 WITTONGA CT, KARANADOWNS, BRISBANE	11.9	-16.3	29/01/2013 5:10:00 PM
11 YARRABIN ST, COORPAROO, BRISBANE	1.9	-4.7	29/01/2013 11:00:00 AM
11 YOUNGS RD, HEMMANT, BRISBANE	0.4	-1.8	29/01/2013 11:00:00 AM
110  KINGSFORD SMITH DR, HAMILTON, BRISBANE	0.6	-1.2	29/01/2013 11:00:00 AM
110  KINGSFORD SMITH DR, HAMILTON, BRISBANE	0.6	-1.5	29/01/2013 11:00:00 AM
110 A LAMBERT ST, KANGAROOPOINT, BRISBANE	2.7	1.1	29/01/2013 11:00:00 AM
110 CLIVEDEN AVE, CORINDA, BRISBANE	0.5	-13	29/01/2013 9:15:00 AM
110 KILKIVAN AVE, KENMORE, BRISBANE	3.9	-3.7	29/01/2013 8:15:00 AM
110 KINGSFORD SMITH DR, HAMILTON, BRISBANE	0.5	-1.8	29/01/2013 11:00:00 AM
110 LATHER RD, BELLBOWRIE, BRISBANE	5.2	-14.4	29/01/2013 7:15:00 AM
110 LOVE ST, BULIMBA, BRISBANE	0.3	-1.4	29/01/2013 11:00:00 AM
110 MAIN AVE, COORPAROO, BRISBANE	2.3	-2.8	29/01/2013 11:00:00 AM
110 MAIN ST, KANGAROOPOINT, BRISBANE	1	-6.1	29/01/2013 11:00:00 AM
110 QUAY ST, BULIMBA, BRISBANE	1.2	-1.9	29/01/2013 11:00:00 AM
110 RIVERSIDE PL, MORNINGSIDE, BRISBANE	0.3	-0.9	29/01/2013 11:00:00 AM
110 SHELLEY RD, KHOLO, BRISBANE	13	-102.3	30/01/2013 1:55:00 AM
1109 STANLEY ST, COORPAROO, BRISBANE	0.2	-0.8	29/01/2013 11:00:00 AM
111  MERTHYR RD, NEWFARM, BRISBANE	0	-1.7	29/01/2013 11:00:00 AM
111 A TINGIRA ST, PINKENBA, BRISBANE	1.7	-1.4	29/01/2013 11:00:00 AM
111 BUTTERFIELD ST, HERSTON, BRISBANE	0.1	-2.6	29/01/2013 11:00:00 AM
111 CASTLEMAINE ST, MILTON, BRISBANE	0.6	-0.2	29/01/2013 10:40:00 AM
111 CULLEN AVE, EAGLEFARM, BRISBANE	0.5	-1.4	29/01/2013 11:00:00 AM
111 DESHON ST, WOOLLOONGABBA, BRISBANE	0.6	-0.6	29/01/2013 11:00:00 AM
111 DOLLIS ST, ROCKLEA, BRISBANE	2.1	-4.8	29/01/2013 9:50:00 AM
111 EAGLE ST, BRISBANECITY, BRISBANE	1	-4.7	29/01/2013 10:55:00 AM
111 LATHER RD, BELLBOWRIE, BRISBANE	6	-15.2	29/01/2013 7:10:00 AM
111 MERTHYR RD, NEWFARM, BRISBANE	0.1	-1.9	29/01/2013 11:00:00 AM
111 MUNRO ST, STLUCIA, BRISBANE	1.1	-0.6	29/01/2013 10:25:00 AM
111 NORMAN AVE, NORMANPARK, BRISBANE	0.1	-2.1	29/01/2013 11:00:00 AM
111 PRIORS POCKET RD, MOGGILL, BRISBANE	9.2	-44.7	29/01/2013 4:25:00 AM
111 RYAN ST, WESTEND, BRISBANE	2.5	-6	29/01/2013 10:25:00 AM
111 SANDGATE RD, ALBION, BRISBANE	0.3	-0.1	29/01/2013 11:00:00 AM
111 WENDOUREE CRES, WESTLAKE, BRISBANE	3.9	-5.7	29/01/2013 7:40:00 AM
1110 STANLEY ST, COORPAROO, BRISBANE	2.5	-1.6	29/01/2013 11:00:00 AM
1115 LYTTON RD, MURARRIE, BRISBANE	0.8	-23.1	29/01/2013 11:00:00 AM
1117 IPSWICH RD, MOOROOKA, BRISBANE	2.1	-9.1	29/01/2013 9:50:00 AM
112 BARTON RD, HAWTHORNE, BRISBANE	0.3	-0.3	29/01/2013 11:00:00 AM
112 BOUNDARY ST, TINGALPA, BRISBANE	0.3	-1.4	29/01/2013 11:00:00 AM
112 GROSS AVE, HEMMANT, BRISBANE	0.7	-11.2	29/01/2013 11:00:00 AM
112 HILL END TCE, WESTEND, BRISBANE	2.8	-5.7	29/01/2013 10:30:00 AM
112 HOME ST, FAIRFIELD, BRISBANE	0.1	-0.8	29/01/2013 10:15:00 AM
112 KINGSFORD SMITH DR, HAMILTON, BRISBANE	0.4	-2	29/01/2013 11:00:00 AM
112 MEDWAY ST, ROCKLEA, BRISBANE	0.4	-2.1	29/01/2013 9:50:00 AM
112 OXLADE DR, NEWFARM, BRISBANE	2.4	-3.6	29/01/2013 11:00:00 AM
112 PRATTEN ST, CORINDA, BRISBANE	3.1	-1.2	29/01/2013 9:50:00 AM
112 QUAY ST, BULIMBA, BRISBANE	1.3	-2	29/01/2013 11:00:00 AM
112 QUEENSCROFT ST, CHELMER, BRISBANE	4	-6.8	29/01/2013 9:40:00 AM
112 SUNSET RD, KENMORE, BRISBANE	4.9	-18.6	29/01/2013 8:45:00 AM
1120 OLD CLEVELAND RD, CARINDALE, BRISBANE	1.4	-10.7	29/01/2013 11:00:00 AM
113 BANCROFT RD, PINKENBA, BRISBANE	0.1	-1.6	29/01/2013 11:00:00 AM
113 BREAKFAST CREEK RD, NEWSTEAD, BRISBANE	0	-0.8	29/01/2013 11:00:00 AM
113 BUTTERFIELD ST, HERSTON, BRISBANE	0.1	-3.1	29/01/2013 11:00:00 AM
113 CULLEN AVE, EAGLEFARM, BRISBANE	1.1	-2	29/01/2013 11:00:00 AM
113 DONALDSON RD, ROCKLEA, BRISBANE	1.3	-3.2	29/01/2013 9:50:00 AM
113 KILKIVAN AVE, KENMORE, BRISBANE	2.8	-4	29/01/2013 8:15:00 AM
113 KING ARTHUR TCE, TENNYSON, BRISBANE	3.1	-9.3	29/01/2013 9:50:00 AM
113 MUNRO ST, STLUCIA, BRISBANE	1.2	-0.4	29/01/2013 10:25:00 AM
113 RYAN ST, WESTEND, BRISBANE	2.4	-5.8	29/01/2013 10:25:00 AM
113 SANDGATE RD, ALBION, BRISBANE	0.2	-0.1	29/01/2013 11:00:00 AM
113 WIGLOW ST, WACOL, BRISBANE	7.7	-28.2	29/01/2013 5:05:00 AM
1137 LYTTON RD, MURARRIE, BRISBANE	2.2	-4.9	29/01/2013 11:00:00 AM
1137 STANLEY ST, COORPAROO, BRISBANE	1.4	-1	29/01/2013 11:00:00 AM
114 BOWEN ST, WINDSOR, BRISBANE	0.1	-1	29/01/2013 11:00:00 AM
114 BURRENDAH RD, JINDALEE, BRISBANE	0.7	-8.9	29/01/2013 8:45:00 AM
114 DESHON ST, WOOLLOONGABBA, BRISBANE	2.3	-0.3	29/01/2013 11:00:00 AM
114 GOSPORT ST, HEMMANT, BRISBANE	2.1	-3.3	29/01/2013 11:00:00 AM
114 HILL END TCE, WESTEND, BRISBANE	0.3	-5	29/01/2013 10:35:00 AM
114 QUAY ST, BULIMBA, BRISBANE	2.1	-2.1	29/01/2013 11:00:00 AM
114 SHERWOOD RD, ROCKLEA, BRISBANE	0	-2.5	29/01/2013 9:50:00 AM
114 VIRGINIA AVE, HAWTHORNE, BRISBANE	0.2	-13	29/01/2013 11:00:00 AM
114 WYNNUM RD, NORMANPARK, BRISBANE	2.5	-16.3	29/01/2013 11:00:00 AM
1147 B STANLEY ST, COORPAROO, BRISBANE	2.3	0.2	29/01/2013 11:00:00 AM
1147 STANLEY ST, COORPAROO, BRISBANE	2.4	-2.1	29/01/2013 11:00:00 AM
115 CUBBERLA ST, FIGTREEPOCKET, BRISBANE	4.5	-8.2	29/01/2013 9:25:00 AM
115 DOLLIS ST, ROCKLEA, BRISBANE	2	-5.5	29/01/2013 9:50:00 AM
115 GOSPORT ST, HEMMANT, BRISBANE	2	-1.7	29/01/2013 11:00:00 AM
115 KING ARTHUR TCE, TENNYSON, BRISBANE	1.6	-9.5	29/01/2013 9:50:00 AM
115 MAIN BEACH RD, PINKENBA, BRISBANE	0.2	-4.1	29/01/2013 11:00:00 AM
115 MERTHYR RD, NEWFARM, BRISBANE	0.3	-1.9	29/01/2013 11:00:00 AM
115 MILTON RD, MILTON, BRISBANE	0.8	-1.8	29/01/2013 10:40:00 AM
115 MUNRO ST, STLUCIA, BRISBANE	1.1	-0.6	29/01/2013 10:25:00 AM
115 NORMAN AVE, NORMANPARK, BRISBANE	0.8	-1.7	29/01/2013 11:00:00 AM
115 RYAN ST, WESTEND, BRISBANE	3.1	-1.2	29/01/2013 10:25:00 AM
115 SANDGATE RD, ALBION, BRISBANE	0.2	-0.2	29/01/2013 11:00:00 AM
115 SANDY CAMP RD, LYTTON, BRISBANE	0.6	-13.9	29/01/2013 11:00:00 AM
115 TANDERRA WAY, KARANADOWNS, BRISBANE	9.2	-40	29/01/2013 1:50:00 PM
1154 OXLEY RD, OXLEY, BRISBANE	1.2	-2.3	29/01/2013 9:50:00 AM
1158 OXLEY RD, OXLEY, BRISBANE	0.9	-2.2	29/01/2013 9:50:00 AM
116 BARTON RD, HAWTHORNE, BRISBANE	0.1	-0.5	29/01/2013 11:00:00 AM
116 BOUNDARY ST, TINGALPA, BRISBANE	0.4	-1	29/01/2013 11:00:00 AM
116 BOWEN ST, WINDSOR, BRISBANE	1.4	-0.9	29/01/2013 11:00:00 AM
116 GRAFTON ST, ALBION, BRISBANE	2.4	-10.7	29/01/2013 11:00:00 AM
116 HOLMAN ST, KANGAROOPOINT, BRISBANE	1.3	-0.5	29/01/2013 11:00:00 AM
116 LATHER RD, BELLBOWRIE, BRISBANE	4.7	-15.1	29/01/2013 7:15:00 AM
116 QUAY ST, BULIMBA, BRISBANE	1.8	-2	29/01/2013 11:00:00 AM
116 QUEENSCROFT ST, CHELMER, BRISBANE	3.3	-6.8	29/01/2013 9:40:00 AM
116 WYNNUM RD, NORMANPARK, BRISBANE	0.7	-17.6	29/01/2013 11:00:00 AM
117  MACQUARIE ST, STLUCIA, BRISBANE	0.2	-0.8	29/01/2013 10:25:00 AM
117 A VICTORIA ST, WESTEND, BRISBANE	1.1	-3.4	29/01/2013 10:35:00 AM
117 B PAMELA ST, PINKENBA, BRISBANE	0.6	-1.6	29/01/2013 11:00:00 AM
117 C CAMPBELL ST, BOWENHILLS, BRISBANE	2.2	-3.5	29/01/2013 11:00:00 AM
117 C PAMELA ST, PINKENBA, BRISBANE	2.1	-1	29/01/2013 11:00:00 AM
117 CAMPBELL ST, BOWENHILLS, BRISBANE	2.3	-11.2	29/01/2013 11:00:00 AM
117 D PAMELA ST, PINKENBA, BRISBANE	1.3	-0.1	29/01/2013 11:00:00 AM
117 E PAMELA ST, PINKENBA, BRISBANE	2.1	0.4	29/01/2013 11:00:00 AM
117 GRINDLE RD, ROCKLEA, BRISBANE	1	-3.6	29/01/2013 9:50:00 AM
117 HOLMAN ST, KANGAROOPOINT, BRISBANE	2.2	-4.3	29/01/2013 11:00:00 AM
117 LATHER RD, BELLBOWRIE, BRISBANE	6.1	-13.1	29/01/2013 7:10:00 AM
117 LEYBOURNE ST, CHELMER, BRISBANE	1.6	-1.4	29/01/2013 9:40:00 AM
117 MACARTHUR AVE, HAMILTON, BRISBANE	0.4	-6.9	29/01/2013 11:00:00 AM
117 MACQUARIE ST, STLUCIA, BRISBANE	0.2	-1	29/01/2013 10:25:00 AM
117 MARTINDALE ST, CORINDA, BRISBANE	1.5	-7.2	29/01/2013 9:50:00 AM
117 PAMELA ST, PINKENBA, BRISBANE	1.2	-3.1	29/01/2013 11:00:00 AM
117 SANDGATE RD, ALBION, BRISBANE	0.4	0	29/01/2013 11:00:00 AM
1175 IPSWICH RD, YEERONGPILLY, BRISBANE	2.1	-9.1	29/01/2013 9:50:00 AM
118  LINDUM RD, LYTTON, BRISBANE	0.1	-0.4	29/01/2013 11:00:00 AM
118  LINDUM RD, LYTTON, BRISBANE	0.2	-1.1	29/01/2013 11:00:00 AM
118 A CHARLOTTE ST, BRISBANECITY, BRISBANE	5.1	-1.7	29/01/2013 10:55:00 AM
118 ABBOTSFORD RD, BOWENHILLS, BRISBANE	0.6	-14.3	29/01/2013 11:00:00 AM
118 BARTON RD, HAWTHORNE, BRISBANE	0.2	-0.8	29/01/2013 11:00:00 AM
118 LINDUM RD, LYTTON, BRISBANE	0.3	-1.2	29/01/2013 11:00:00 AM
118 LOGAN RD, WOOLLOONGABBA, BRISBANE	0.2	-3.7	29/01/2013 11:00:00 AM
118 LUTWYCHE RD, WINDSOR, BRISBANE	0.3	-3.5	29/01/2013 11:00:00 AM
118 QUAY ST, BULIMBA, BRISBANE	2.1	-2.1	29/01/2013 11:00:00 AM
118 VICTORIA ST, FAIRFIELD, BRISBANE	0	-0.8	29/01/2013 10:15:00 AM
118 VIRGINIA AVE, HAWTHORNE, BRISBANE	1.3	-12.1	29/01/2013 11:00:00 AM
118 WITTON RD, INDOOROOPILLY, BRISBANE	3.7	0.9	29/01/2013 9:35:00 AM
1181 MT CROSBY RD, KARANADOWNS, BRISBANE	11.3	-52.4	29/01/2013 1:50:00 PM
1182 A STANLEY ST, COORPAROO, BRISBANE	1.9	-3.5	29/01/2013 11:00:00 AM
119  MACQUARIE ST, STLUCIA, BRISBANE	0.2	-1	29/01/2013 10:25:00 AM
119  MUNRO ST, STLUCIA, BRISBANE	0.2	-0.8	29/01/2013 10:25:00 AM
119 BREAKFAST CREEK RD, NEWSTEAD, BRISBANE	0.1	-0.5	29/01/2013 11:00:00 AM
119 MACQUARIE ST, STLUCIA, BRISBANE	0.3	-1.1	29/01/2013 10:25:00 AM
119 MORAY ST, NEWFARM, BRISBANE	0.7	-14.6	29/01/2013 11:00:00 AM
119 MUNRO ST, STLUCIA, BRISBANE	0.9	-2.2	29/01/2013 10:25:00 AM
119 SANDGATE RD, ALBION, BRISBANE	0.4	-0.1	29/01/2013 11:00:00 AM
119 SANDMERE RD, PINKENBA, BRISBANE	0.6	-9.3	29/01/2013 11:00:00 AM
1191 LYTTON RD, HEMMANT, BRISBANE	1.9	-2	29/01/2013 11:00:00 AM
1192 LYTTON RD, HEMMANT, BRISBANE	1.5	-1.1	29/01/2013 11:00:00 AM
12 A GLADSTONE LANE, COORPAROO, BRISBANE	0.1	0.1	29/01/2013 11:00:00 AM
12 A MARIE ST, BALMORAL, BRISBANE	0.3	-0.2	29/01/2013 11:00:00 AM
12 A TATE ST, ALBION, BRISBANE	0.3	0.2	29/01/2013 11:00:00 AM
12 ALBANY ST, WINDSOR, BRISBANE	0.1	-0.6	29/01/2013 11:00:00 AM
12 ALBION ST, WOOLLOONGABBA, BRISBANE	0.1	-0.3	29/01/2013 11:00:00 AM
12 ALLAWAH ST, YEERONGPILLY, BRISBANE	0.8	0	29/01/2013 9:50:00 AM
12 AMINGA ST, FIGTREEPOCKET, BRISBANE	3	-5.7	29/01/2013 9:25:00 AM
12 APURLA CT, KARANADOWNS, BRISBANE	10.6	-20.9	29/01/2013 5:35:00 PM
12 ATHERTON ST, WOOLLOONGABBA, BRISBANE	0	-1	29/01/2013 11:00:00 AM
12 AUSTIN ST, NEWSTEAD, BRISBANE	0.1	-0.4	29/01/2013 11:00:00 AM
12 BLAXLAND ST, MILTON, BRISBANE	0.2	-1.9	29/01/2013 10:40:00 AM
